@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
S0,0,0,0,1,0.01,0.07,0,ataque
SF,259,15860,1,0,1,0,0.03,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,1,0,0,0,0.86,0.03,0,ataque
SF,2974,405,1,0,1,0,0,normal
SF,228,18255,1,0,1,0,0.02,normal
SF,203,1401,1,0,1,0,0.07,normal
S0,0,0,0,1,0.04,0.05,0,ataque
SF,45,128,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,297,284,1,0,1,0,0.03,normal
SF,520,0,0,0,1,0,0,ataque
SF,147,6195,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.04,0.07,0,ataque
REJ,0,0,0,0,0.05,0.07,0,ataque
SF,44,80,0,0,1,0,0,normal
SF,219,3692,1,0,1,0,0.01,normal
SF,1032,0,0,0,1,0,0,ataque
SF,1606,340,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.08,0,ataque
REJ,0,0,0,0,0.06,0.07,0,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,238,795,1,0,1,0,0.04,normal
SF,1804,332,1,0,1,0,0.02,normal
SF,238,193,1,0,1,0,0.07,normal
S0,0,0,0,1,0,0.06,0,ataque
SF,241,9626,1,0,1,0,0.06,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
SF,324,431,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,1010,0,0,0,1,0,0,normal
SF,275,1335,1,0,1,0,0.1,normal
SF,30,0,0,0,1,0,0,normal
SF,147,0,0,0,0.2,0.6,0,normal
SF,1998,331,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.09,0.08,0,ataque
S0,0,0,0,1,0,0.05,0,ataque
SF,1027,328,1,0,1,0,0.01,normal
S0,0,0,0,1,0.13,0.06,0,ataque
SF,28,0,0,0,0.97,0.06,0,ataque
SF,44,86,0,0,1,0,0,normal
SF,688,324,1,0,1,0,0.02,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,218,762,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.05,0,ataque
REJ,0,0,0,0,0.01,0.07,0,ataque
SF,567,0,0,0,1,0,0,normal
OTH,0,0,0,0,1,0,0,ataque
SF,3134,334,1,0,1,0,0,normal
SF,301,269,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.27,ataque
SF,190,1069,1,0,1,0,0.04,normal
S0,0,0,0,1,0.05,0.06,0,ataque
RSTO,126,179,0,0,1,0,0,ataque
SF,255,150,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,1,0,0,0,1,0,0,ataque
SF,330,7474,1,0,1,0,0,normal
SF,305,2239,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,238,843,1,0,1,0,0.01,normal
SF,204,525,1,0,1,0,0.09,normal
REJ,0,0,0,0,1,0,0.13,normal
SF,419,10209,1,0,1,0,0.2,normal
SF,59,0,1,0,1,0,0,normal
REJ,0,0,0,0,0,1,0,ataque
SF,299,3607,1,0,1,0,0.05,normal
SF,379,3819,1,0,1,0,0,normal
SF,346,8095,1,0,1,0,0,normal
SF,0,7153,0,0,0.33,1,0,normal
SF,291,1084,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,801,284,1,0,1,0,0.02,normal
SF,200,332,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,42,108,0,0,1,0,0.01,normal
SF,46,84,0,0,1,0,0,normal
S0,0,0,0,1,0.25,0.05,0,ataque
SF,44,74,0,0,1,0,0,normal
S0,0,0,0,1,0.16,0.26,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.29,0.06,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,1507,371,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.19,0.19,0.05,ataque
S0,0,0,0,1,0.12,0.25,0,ataque
SF,185,9525,1,0,1,0,0.04,normal
S0,0,0,0,1,1,0,0,ataque
SF,1243,337,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.07,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,184,4367,1,0,1,0,0.01,normal
SF,305,528,1,0,1,0,0.07,normal
SF,217,2654,1,0,1,0,0.02,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,1050,331,1,0,1,0,0.01,normal
SF,261,856,1,0,1,0,0.01,normal
SF,335,6357,1,0,1,0,0.01,normal
SF,211,7162,1,0,1,0,0.05,normal
SF,346,835,1,0,1,0,0.02,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,334,1065,1,0,1,0,0,normal
S0,0,0,0,1,0.14,0.05,0,ataque
S0,0,0,0,0.25,1,0,0.03,normal
SF,216,1856,1,0,1,0,0,normal
REJ,0,0,0,0,0.03,0.07,0,ataque
SF,245,0,0,0,0.5,1,0,normal
SF,283,557,1,0,1,0,0,normal
SF,1508,350,1,0,1,0,0.02,normal
SF,34,34,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,298,461,1,0,1,0,0.02,normal
SF,245,10715,1,0,1,0,0.01,normal
SF,5558,0,1,0,1,0,0.04,normal
SF,1032,0,0,0,1,0,0,ataque
SF,146,105,0,0,0.5,0.5,0,normal
SF,44,68,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,1,0,0.14,normal
S0,0,0,0,1,0.08,0.07,0,ataque
REJ,0,0,0,0,1,0,0.03,normal
SF,280,7086,1,0,1,0,0.01,normal
SF,331,19559,1,0,1,0,0.01,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,1,0,0.13,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,2194619,0,1,0,1,0,0.12,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,89,0,0,0,1,0,0,normal
SF,297,11075,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.09,0.06,0,ataque
SF,146,5324,1,0,1,0,1,normal
SF,253,13838,1,0,1,0,0.04,normal
SF,44,113,0,0,1,0,0,normal
SF,1189,334,1,0,1,0,0.01,normal
SF,189,308,1,0,1,0,0.02,normal
SF,44,74,0,0,1,0,0,normal
SF,232,2707,1,0,1,0,0.02,normal
SF,1052,334,1,0,1,0,0.02,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,1493,327,1,0,1,0,0.01,normal
SF,43,126,0,0,1,0,0,normal
S0,0,0,0,1,0.86,0.29,0,ataque
SF,324,5947,1,0,1,0,0,normal
SF,321,8064,1,0.03,1,0,0.02,normal
SF,8,0,0,0,1,0,0.54,ataque
SF,37,37,0,0,1,0,0,normal
S0,0,0,0,1,0.12,0.05,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
SF,9,366,0,0,1,0,0,normal
SF,1493,330,1,0,1,0,0,normal
SF,190,329,1,0,1,0,0,normal
SF,219,8945,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.02,0.06,0,ataque
SF,289,2416,1,0,1,0,0.15,normal
REJ,0,0,0,0,0.5,1,0,ataque
S0,0,0,0,1,0.33,0.25,0,ataque
SF,44,44,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,768,0,1,0,1,0,0,normal
SF,28,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.05,0.09,0,ataque
SF,1508,4152,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
SF,238,2698,1,0,1,0,0,normal
SF,192,318,1,0,1,0,0,normal
SF,245,1193,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,1040,333,1,0,1,0,0.01,normal
SF,208,1524,1,0,1,0,0.03,normal
SF,189,25322,1,0,1,0,0.5,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,333,1296,1,0,1,0,0.04,normal
SF,318,1461,1,0,1,0,0.02,normal
SF,374,1861,1,0,1,0,0.21,normal
SF,10389,0,1,0,1,0,0.03,normal
REJ,0,0,0,0,1,0,0.11,normal
SF,241,38363,1,0,1,0,0,normal
S0,0,0,0,1,0.41,0.22,0,ataque
SF,884,0,1,0,1,0,0.02,normal
SF,158,12234,1,0,1,0,0,normal
SF,44,69,0,0,1,0,0,normal
SF,28,0,0,0,1,0,0,ataque
SF,373,0,1,0,1,0,0.02,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,146,13932,1,0,1,0,0.01,normal
SF,242,608,1,0,1,0,0,normal
SF,231,15121,1,0,1,0,0.05,normal
SF,1052,339,1,0,1,0,0.01,normal
S0,0,0,0,1,0.49,0.07,0,ataque
REJ,0,0,0,0,1,0,0.04,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,772,332,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.02,0.06,0,ataque
RSTO,0,0,0,0,0.04,0.07,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
SF,46,472,0,0,1,0.01,0,normal
S0,0,0,0,1,0.14,0.05,0,ataque
SF,43,82,0,0,1,0,0,normal
SF,273,1955,1,0,1,0,0,normal
SF,44,117,0,0,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,45,111,0,0,1,0,0,normal
SF,1,4,0,0,0.43,0.1,0,ataque
S0,0,0,0,1,0.25,0.05,0,ataque
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.04,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,237,1158,1,0,1,0,0,normal
SF,302,17995,1,0,1,0,0.07,normal
SF,9,38,1,0,1,0,0.5,normal
SF,5891,0,1,0,0.07,0.33,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,322,4320,1,0,1,0,0.03,normal
REJ,0,0,0,0,1,0,0.09,normal
REJ,0,0,0,0,1,0,0.14,normal
SF,1366,365,1,0,1,0,0.01,normal
S0,0,0,0,1,0.26,0.1,0,ataque
SF,207,7183,1,0,1,0,0.02,normal
SF,1071,331,1,0,1,0,0,normal
SF,14,37,0,0,1,0,0,normal
S0,0,0,0,1,0.16,0.08,0,ataque
SF,171,6737,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,46,133,0,0,0.99,0.03,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,6932,0,1,0,1,0,0.07,normal
S0,0,0,0,1,0.33,0.06,0,ataque
SF,45,126,0,0,1,0,0,normal
SF,262,4816,1,0,1,0,0.03,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,798,329,1,0,1,0,0.01,normal
SF,290,1471,1,0,1,0,0.03,normal
SF,105,146,0,0,1,0,0,normal
SF,7196,0,1,0,1,0,0,normal
SF,1,0,0,0,0.25,0.38,0,ataque
SF,344,1751,1,0,1,0,0,normal
SF,333,6551,1,0,1,0,0.03,normal
SF,3109,436,1,0,1,0,0.01,normal
SF,1,0,0,0,0.08,0.62,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,326,5131,1,0,1,0,0.05,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,567,0,0,0,1,0,0,normal
SF,44,73,0,0,1,0,0,normal
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,307,4988,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.05,0,ataque
S0,0,0,0,1,0.05,0.05,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.24,0.07,0,ataque
S0,0,0,0,1,0.46,0.17,0,ataque
RSTO,0,0,0,0,0.07,0.06,0,ataque
S0,0,0,0,1,0.02,0.08,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
REJ,0,0,0,0,1,0,0.67,normal
S0,0,0,0,0.92,0.2,0.08,0,ataque
SF,43,71,0,0,1,0,0,normal
SF,212,1854,1,0,1,0,0.03,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,44,119,0,0,0.99,0.01,0,normal
SF,852,0,1,0,1,0,0,normal
SF,44,134,0,0,1,0,0,normal
SF,147,105,0,0,1,0,0,normal
SF,387,1332438,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.05,0,ataque
SF,355,379,1,0,1,0,0,normal
SF,1272,482,1,0,1,0,0,normal
SF,215,1694,1,0,1,0,0,normal
SF,291,576,1,0,1,0,0.02,normal
SF,294,2199,1,0,1,0,0.05,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,199,4729,1,0,1,0,0.02,normal
SF,271,10462,1,0,1,0,0.02,normal
SF,205,655,1,0,1,0,0,normal
SF,308,2507,1,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,224,2480,1,0,1,0,0.02,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.16,0.05,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,43,43,0,0,1,0,0,normal
SF,466,7303,1,0,1,0,0.12,normal
SF,325,4757,1,0,1,0,0.02,normal
SF,7422,0,1,0,1,0,0.02,normal
S0,0,0,0,1,0.25,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
SF,45,129,0,0,1,0,0,normal
SF,284,850,1,0,1,0,0,normal
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.15,0.06,0,ataque
SF,304,657,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.05,0,ataque
SF,1104,388,1,0,1,0,0,normal
REJ,0,0,0,0,0.5,1,0,ataque
SF,356,2145,1,0,1,0,0.12,normal
SF,4031,322,1,0,1,0,0.03,normal
S0,0,0,0,1,0.1,0.05,0,ataque
SF,1044,337,1,0,1,0,0.01,normal
RSTO,0,0,0,0,0.03,0.06,0,ataque
SF,204,314,1,0,1,0,0.06,normal
SF,2194619,0,1,0,1,0,0.04,normal
SF,221,1549,1,0,1,0,0,normal
SF,45,115,0,0,1,0,0,normal
SF,215,940,1,0,1,0,0,normal
SF,12646,1429,1,0,1,0,0.01,normal
REJ,0,0,0,0,1,0,1,ataque
SF,312,1715,1,0,1,0,0,normal
RSTO,0,0,0,0,0.07,0.07,0,ataque
S0,0,0,0,1,0.11,0.07,0,ataque
SF,257,7143,1,0,1,0,0.03,normal
SF,1830,0,1,0,1,0,0.04,normal
SF,152,11753,1,0,1,0,0.03,normal
S0,0,0,0,1,0.01,0.08,0,ataque
SF,345,390,1,0,1,0,0,normal
SF,192,0,0,0,1,0,0.03,normal
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,1,0,0.16,normal
SF,228,2502,1,0,1,0,0,normal
REJ,0,0,0,0,0.13,0.05,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,224,324,1,0,1,0,0,normal
SF,203,1115,1,0,1,0,0.03,normal
SF,279,3869,1,0,1,0,0.06,normal
SF,44,126,0,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,394,7896,1,0,1,0,0,normal
SF,296,579,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
SF,209,24698,1,0,1,0,0.05,normal
SF,182,0,0,0,1,0,0,normal
S0,0,0,0,1,0.09,0.07,0,ataque
S0,0,0,0,1,0.12,0.04,0,ataque
REJ,0,0,0,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
REJ,0,0,0,0,0.04,0.08,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,304,5419,1,0,1,0,0,normal
REJ,0,0,0,0,0.06,0.07,0,ataque
S0,0,0,0,1,0.06,0.05,0,ataque
SF,2893,278,1,0,1,0,0,normal
REJ,0,0,0,0,0.05,0.08,0,ataque
SF,2225,331,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.08,0,ataque
SF,30,0,0,0,1,0,0.21,normal
SF,1725,492,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
REJ,0,0,0,0,0.03,0.06,0,ataque
SF,42,133,0,0,1,0,0,normal
SF,147,105,0,0,0.33,0.5,0,normal
SF,30,0,0,0,1,0,0,normal
SF,165,24551,1,0,1,0,1,normal
SF,254,2005,1,0,1,0,0,normal
SF,28,0,0,0,1,0,0,ataque
SF,42,71,0,0,1,0.01,0,normal
SF,277,909,1,0,1,0,0.02,normal
SF,214,5732,1,0,1,0,0,normal
SF,907,341,1,0,1,0,0.01,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,300,1978,1,0,1,0,0,normal
REJ,0,0,0,0,0.04,0.07,0,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,200,9337,1,0,1,0,0.02,normal
SF,169,6236,1,0,1,0,0,normal
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,2231,483,1,0,1,0,0.02,normal
SF,134,45,0,0,1,0.01,0,normal
SH,0,0,0,1,1,0,0,ataque
SF,1206,332,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.01,0.06,0,ataque
SF,309,4544,1,0,1,0,0.03,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,1,0,0,0,0.1,0.5,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
REJ,0,0,0,0,1,0,0.1,normal
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,205,1346,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.35,0.09,0,ataque
RSTO,0,0,0,0,0.08,0.06,0,ataque
S0,0,0,0,1,0.5,0.25,0.04,ataque
S0,0,0,0,1,0.15,0.07,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
REJ,0,0,0,0,0.03,0.06,0,ataque
SF,11,0,1,0,1,0,0.2,normal
REJ,0,0,0,0,0,1,0,ataque
SF,4753,0,0,0,1,0,0,normal
SF,46,46,0,0,0.33,0.67,0,normal
SF,215,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.17,0.07,0,ataque
SF,213,317,1,0,1,0,0.05,normal
SF,962,332,1,0,1,0,0.02,normal
SF,162,3236,1,0,1,0,0.05,normal
SF,54540,8314,1,0,1,0,0,ataque
S0,0,0,0,1,0.33,0.05,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,319,8841,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,768,0,1,0,1,0,0,normal
SF,313,613,1,0,1,0,0.04,normal
SF,44,128,0,0,1,0,0,normal
SF,320,273,1,0,1,0,0,normal
SF,307,307,1,0.33,1,0,0,normal
SF,205,709,1,0,1,0,0.02,normal
SF,147,0,0,0,0.2,0.6,0,normal
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.1,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SF,149,34548,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.16,normal
SF,647,330,1,0,1,0,0.02,normal
S0,0,0,0,1,0.24,0.1,0,ataque
SF,885,333,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,265,996,1,0,1,0,0.05,normal
S0,0,0,0,1,0.25,0.04,0,ataque
SF,251,271,1,0,0.67,0.67,0,normal
SF,207,0,0,0,1,0,0,ataque
SF,245,188,1,0,1,0,0.03,normal
SF,211,348,1,0,1,0,0.02,normal
SF,325,2531,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,214,1738,1,0,1,0,0.04,normal
S0,0,0,0,1,0,0.06,0,ataque
SF,331,1064,1,0,1,0,0.02,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.13,0.05,0,ataque
REJ,0,0,0,0,1,0,0.17,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,43,138,0,0,1,0,0,normal
SF,46,142,0,0,1,0,0,normal
SF,256,270,1,0,1,0,0,normal
SF,286,267,1,0,1,0,0.04,normal
SF,324,1049,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.52,ataque
SF,1,0,0,0,0.2,0.47,0,ataque
SF,2142,408,1,0,0.5,1,0.02,normal
SF,809,334,1,0,1,0,0.01,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,226,2542,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.07,0,ataque
SF,222,9763,1,0,1,0,0,normal
S0,0,0,0,1,0,0.07,0,ataque
S0,0,0,0,1,0.27,0.08,0,ataque
SF,316,434,1,0,1,0,0,normal
SF,105,0,0,0,1,0,0,normal
SF,371,620,1,0,1,0,0,normal
SF,30,0,0,0,1,0,0,normal
SF,237,9308,1,0,1,0,0.04,normal
S0,0,0,0,1,0.15,0.08,0,ataque
SF,45,45,0,0,1,0,0,normal
SF,213,2661,1,0,1,0,0.05,normal
S0,0,0,0,1,0.13,0.07,0,ataque
SF,45,77,0,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,105,147,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.07,0,ataque
REJ,0,0,0,0,0.13,0.05,0,ataque
SF,105,147,0,0,0.12,0.25,0,normal
SF,1032,0,0,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.04,normal
SF,235,676,1,0,1,0,0.04,normal
SF,6,135,0,0,1,0,0.33,normal
S0,0,0,0,1,0.23,0.07,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.47,0.24,0,ataque
S0,0,0,0,1,0.12,0.07,0,ataque
S0,0,0,0,1,0.11,0.06,0,ataque
SF,18,0,0,0,1,0,0.25,ataque
SF,2091,330,1,0,1,0,0.01,normal
S0,0,0,0,1,0.13,0.06,0,ataque
SF,287,4123,1,0,1,0,0.02,normal
SF,251,16292,1,0,1,0,0.07,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0,0.07,0,ataque
SF,216,658,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
RSTO,0,0,0,0,0.07,0.07,0,ataque
SF,1231,2451,1,0,1,0,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
REJ,0,0,0,0,1,0,0.02,normal
SF,305,1035,1,0,1,0,0,normal
SF,192,9385,1,0,1,0,0.02,normal
SF,30,0,0,0,0.11,0.33,0,normal
REJ,0,0,0,0,0.09,0.06,0,ataque
SF,44,74,0,0,1,0,0,normal
S0,0,0,0,1,0.26,0.06,0,ataque
S0,0,0,0,1,0.23,0.08,0,ataque
SF,199,5827,1,0,1,0,0.02,normal
SF,266,1587,1,0,1,0,0.03,normal
S0,0,0,0,1,0.15,0.07,0,ataque
SF,1,0,0,0,0.08,0.08,0,ataque
S0,0,0,0,1,0.07,0.08,0,ataque
SF,18,0,0,0,1,0,0.26,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
S0,0,0,0,1,0.2,0.06,0,ataque
SF,292,1060,1,0,1,0,0.01,normal
SF,54540,8314,1,0,1,0,0,ataque
REJ,0,0,0,0,0.35,0.07,0,ataque
SF,520,0,0,0,1,0,0,ataque
SF,226,397,1,0,1,0,0,normal
RSTO,0,0,0,0,0.5,1,0,ataque
REJ,0,0,0,0,1,0,1,ataque
SF,319,0,1,0,1,0,0.15,normal
S0,0,0,0,1,0.22,0.11,0,ataque
S0,0,0,0,1,0.18,0.06,0,ataque
SF,309,1112,1,0,1,0,0.02,normal
SF,282,2251,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.05,0.1,0,ataque
SF,285,25519,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.21,0.14,0,ataque
SF,146,0,0,0,0.07,0.2,0,normal
SF,151,0,1,0,1,0,0.04,normal
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,641,0,1,0,1,0,0.05,normal
S0,0,0,0,1,0.17,0.15,0,ataque
SF,877,335,1,0,1,0,0.02,normal
S0,0,0,0,1,0.13,0.07,0,ataque
SF,641,0,0,0,1,0,0.03,normal
SF,1032,0,0,0,1,0,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,234,19665,1,0,1,0,0.05,normal
SF,1032,0,0,0,1,0,0,ataque
SF,1724,328,1,0,1,0,0.01,normal
SF,18,0,0,0,1,0,0.25,ataque
REJ,0,0,0,0,1,0,0.09,normal
SF,44,44,0,0,1,0,0,normal
SF,193,263,1,0,1,0,0.02,normal
SF,7077,0,1,0,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
SF,43,134,0,0,1,0,0,normal
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,207,1227,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.05,0,ataque
SF,1,0,0,0,0.07,0.57,0,ataque
SF,172,0,1,0,1,0,0.06,normal
SF,7045,0,1,0,1,0,0.12,ataque
SF,895,339,1,0,1,0,0.03,normal
RSTOS0,0,0,0,0.5,1,0,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,214,3314,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,145,0,0,0,0.5,1,0,normal
SF,1,0,0,0,0.29,0.11,0,ataque
SF,337,623,1,0,1,0,0.05,normal
S0,0,0,0,1,0.06,0.08,0,ataque
S0,0,0,0,1,0.3,0.09,0,ataque
SF,1186,339,1,0,1,0,0.01,normal
SF,249,4156,1,0,1,0,0.01,normal
S0,0,0,0,1,0.17,0.05,0,ataque
SF,334,0,1,0,1,0,0.21,ataque
SF,276,327,1,0,1,0,0.01,normal
SF,44,126,0,0,1,0,0,normal
SF,263,1337,1,0,1,0,0,normal
SF,1277,333,1,0,1,0,0.02,normal
S0,0,0,0,1,0.15,0.06,0,ataque
SF,9198,0,1,0,1,0,0,normal
SF,273,20790,1,0,1,0,0.02,normal
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.05,0,ataque
